title:Spriggys Wishlist v11_5_7Plus
dimwishlist:item=1642384931&perks=1482024992,1561002382,706527188,280464955#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1482024992,1087426260,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1482024992,1087426260,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=1482024992,2420895100,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1482024992,2420895100,2779035018,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=1482024992,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=839105230,1885400500,706527188,280464955#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=839105230,1885400500,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1561002382,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=839105230,1561002382,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,2866798147,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,2779035018,1890422124#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,2779035018,280464955#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,2779035018,2846385770#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,2779035018#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,1087426260,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,2420895100,706527188,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=839105230,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=1840239774,1885400500,706527188,280464955#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1840239774,1561002382,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1840239774,1087426260,2869569095,3708227201#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=1840239774,2420895100,2779035018,3708227201#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=4090651448,1885400500,706527188,280464955#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=4090651448,1885400500,2779035018,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=4090651448,1561002382,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=4090651448,1561002382,2779035018,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=4090651448,1087426260,706527188,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=4090651448,2420895100,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=4090651448,2779035018,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=1885400500,706527188,280464955#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1561002382,706527188,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1642384931&perks=1087426260,2869569095,3425386926#notes:Upve7 MW Reload
dimwishlist:item=1642384931&perks=2420895100,2779035018,3425386926#notes:Upve7 MW Reload


//Gahlran's Right Hand - U
//=================PvE=================
//Barrel
//2.0:1840239774:Fluted Barrel
//1.5:4090651448:Corkscrew Rifling
//1.0:1392496348:Polygonal Rifling
//Magazine
//2.0:1561002382:High-Caliber Rounds
//1.0:2420895100:Extended Mag
//Perk 1
//3.0:1168162263:Outlaw
//2.0:2387244414:Zen Moment
//1.0:1890422124:Tap the Trigger
//Perk 2
//3.0:2458213969:Multikill Clip
//2.0:3523296417:Demolitionist
//1.0:2213355989:High-Impact Reserves
//MW Reload
//=================PvP=================
//Barrel
//2.0:1467527085:Extended Barrel
//1.5:3661387068:Chambered Compensator
//1.0:839105230:Arrowhead Brake
//Magazine
//2.0:1885400500:Ricochet Rounds
//1.0:1561002382:High-Caliber Rounds
//Perk 1
//3.0:1890422124:Tap the Trigger
//2.0:1359896290:Dynamic Sway Reduction
//1.0:699525795:Eye of the Storm
//Perk 2
//3.0:3523296417:Demolitionist
//2.0:2846385770:Rangefinder
//MW Handling
//=================Wishlist=================
dimwishlist:item=1286686760&perks=1467527085,1885400500,1890422124,3523296417#notes:Upvp10 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1561002382,1168162263,2458213969#notes:Upve10 MW Reload
dimwishlist:item=1286686760&perks=3661387068,1885400500,1890422124,3523296417#notes:Upvp9.5 MW Handling
dimwishlist:item=1286686760&perks=4090651448,1561002382,1168162263,2458213969#notes:Upve9.5 MW Reload
dimwishlist:item=1286686760&perks=1467527085,1885400500,1890422124,2846385770#notes:Upvp9 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,1359896290,3523296417#notes:Upvp9 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1890422124,3523296417#notes:Upvp9 MW Handling
dimwishlist:item=1286686760&perks=839105230,1885400500,1890422124,3523296417#notes:Upvp9 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1561002382,1168162263,3523296417#notes:Upve9 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,2387244414,2458213969#notes:Upve9 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,1168162263,2458213969#notes:Upve9 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1561002382,1168162263,2458213969#notes:Upve9 MW Reload
dimwishlist:item=1286686760&perks=3661387068,1885400500,1890422124,2846385770#notes:Upvp8.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1885400500,1359896290,3523296417#notes:Upvp8.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1561002382,1890422124,3523296417#notes:Upvp8.5 MW Handling
dimwishlist:item=1286686760&perks=4090651448,1561002382,1168162263,3523296417#notes:Upve8.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1561002382,2387244414,2458213969#notes:Upve8.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,2420895100,1168162263,2458213969#notes:Upve8.5 MW Reload
dimwishlist:item=1286686760&perks=1467527085,1885400500,1359896290,2846385770#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,699525795,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1890422124,2846385770#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1359896290,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1467527085,2420895100,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1561002382,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=839105230,1885400500,1890422124,2846385770#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=839105230,1885400500,1359896290,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=839105230,1561002382,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=839105230,1561002382,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1885400500,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1885400500,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,1890422124,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,1168162263,2213355989#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,2387244414,3523296417#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,1168162263,3523296417#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,2387244414,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1885400500,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1885400500,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1561002382,1168162263,3523296417#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1561002382,2387244414,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1392496348,2420895100,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=1885400500,1890422124,3523296417#notes:Upvp8 MW Handling
dimwishlist:item=1286686760&perks=1561002382,1168162263,2458213969#notes:Upve8 MW Reload
dimwishlist:item=1286686760&perks=3661387068,1885400500,1359896290,2846385770#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1885400500,699525795,3523296417#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1561002382,1890422124,2846385770#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1561002382,1359896290,3523296417#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,2420895100,1890422124,3523296417#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1890422124,3523296417#notes:Upvp7.5 MW Handling
dimwishlist:item=1286686760&perks=4090651448,1885400500,1168162263,2458213969#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1561002382,1890422124,2458213969#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1561002382,1168162263,2213355989#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1561002382,2387244414,3523296417#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,2420895100,1168162263,3523296417#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,2420895100,2387244414,2458213969#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1168162263,2458213969#notes:Upve7.5 MW Reload
dimwishlist:item=1286686760&perks=1467527085,1885400500,1890422124,2458213969#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,1890422124,2213355989#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,1890422124#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,699525795,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,1168162263,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,2387244414,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1885400500,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1359896290,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,699525795,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1561002382,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1467527085,1561002382,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1467527085,2420895100,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,2420895100,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,2420895100,1168162263,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1467527085,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1467527085,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=3661387068,1561002382,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=3661387068,1561002382,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=3661387068,2420895100,1168162263,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=839105230,1885400500,1359896290,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=839105230,1885400500,699525795,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=839105230,1561002382,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=839105230,1561002382,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=839105230,1561002382,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=839105230,1561002382,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=839105230,2420895100,1890422124,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=839105230,2420895100,1168162263,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=839105230,1890422124,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1885400500,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1885400500,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1840239774,1885400500,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1885400500,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,1890422124,3523296417#notes:Upve7, Upvp7 MWpve Reload, MWpvp Handling
dimwishlist:item=1286686760&perks=1840239774,1561002382,1359896290,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,699525795,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,1168162263,2846385770#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,1168162263#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,2387244414,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1561002382,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,1890422124,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,1168162263,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2420895100,2387244414,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1840239774,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=4090651448,1885400500,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=4090651448,1885400500,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=4090651448,1561002382,1890422124,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1885400500,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1885400500,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1885400500,1168162263,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1561002382,1890422124,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1392496348,1561002382,1890422124,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1561002382,1168162263,2213355989#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1561002382,2387244414,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,2420895100,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,2420895100,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1392496348,1168162263,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1885400500,1890422124,2846385770#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1885400500,1359896290,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1561002382,1890422124,3523296417#notes:Upvp7 MW Handling
dimwishlist:item=1286686760&perks=1561002382,1168162263,3523296417#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=1561002382,2387244414,2458213969#notes:Upve7 MW Reload
dimwishlist:item=1286686760&perks=2420895100,1168162263,2458213969#notes:Upve7 MW Reload


//Goldtusk - U
//=================PvE=================
//Barrel
//2.0:3666208348:Jagged Edge
//1.5:2827049491:Honed Edge
//1.0:938542991:Tempered Edge
//Magazine
//2.0:269888150:Swordmaster's Guard
//Perk 1
//3.0:1685431615:En Garde
//2.0:1749209109:Relentless Strikes
//1.0:2590710093:Tireless Blade
//Perk 2
//3.0:3708227201:Surrounded
//2.0:3913600130:Whirlwind Blade
//MW Impact
//=================PvP=================
//Barrel
//2.0:3666208348:Jagged Edge
//1.5:2827049491:Honed Edge
//1.0:938542991:Tempered Edge
//Magazine
//2.0:269888150:Swordmaster's Guard
//Perk 1
//3.0:2030760728:Energy Transfer
//1.5:2590710093:Tireless Blade
//Perk 2
//3.0:354401740:Assassin's Blade
//MW Impact
//=================Wishlist=================
dimwishlist:item=569799275&perks=3666208348,269888150,2030760728,354401740#notes:Upvp10 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1685431615,3708227201#notes:Upve10 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,2030760728,354401740#notes:Upvp9.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,1685431615,3708227201#notes:Upve9.5 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1685431615,3913600130#notes:Upve9 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1749209109,3708227201#notes:Upve9 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,2030760728,354401740#notes:Upvp9 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,1685431615,3708227201#notes:Upve9 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2590710093,354401740#notes:Upvp8.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,1685431615,3913600130#notes:Upve8.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,1749209109,3708227201#notes:Upve8.5 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2590710093,3708227201#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1749209109,3913600130#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=3666208348,2030760728,354401740#notes:Upvp8 MW Impact
dimwishlist:item=569799275&perks=3666208348,1685431615,3708227201#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,2590710093,354401740#notes:Upvp8 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,1685431615,3913600130#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,1749209109,3708227201#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=269888150,2030760728,354401740#notes:Upvp8 MW Impact
dimwishlist:item=569799275&perks=269888150,1685431615,3708227201#notes:Upve8 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,2590710093,3708227201#notes:Upve7.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,269888150,1749209109,3913600130#notes:Upve7.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,2030760728,354401740#notes:Upvp7.5 MW Impact
dimwishlist:item=569799275&perks=2827049491,1685431615,3708227201#notes:Upve7.5 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,2590710093,354401740#notes:Upvp7.5 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2030760728,3708227201#notes:Upve7, Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2030760728,3913600130#notes:Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2030760728#notes:Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,2590710093,3913600130#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1685431615,354401740#notes:Upve7, Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1685431615#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,1749209109,354401740#notes:Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,354401740#notes:Upvp7 MW Impact
dimwishlist:item=569799275&perks=3666208348,269888150,3708227201#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=3666208348,1685431615,3913600130#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=3666208348,1749209109,3708227201#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,2590710093,3708227201#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=938542991,269888150,1749209109,3913600130#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=938542991,2030760728,354401740#notes:Upvp7 MW Impact
dimwishlist:item=569799275&perks=938542991,1685431615,3708227201#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=269888150,1685431615,3913600130#notes:Upve7 MW Impact
dimwishlist:item=569799275&perks=269888150,1749209109,3708227201#notes:Upve7 MW Impact


//Gunnora's Axe - U
//=================PvE=================
//Barrel
//2.0:1840239774:Fluted Barrel
//1.5:4090651448:Corkscrew Rifling
//1.0:839105230:Arrowhead Brake
//Magazine
//2.0:791862061:Assault Mag
//1.5:106909392:Tactical Mag
//1.0:1087426260:Appended Mag
//Perk 1
//3.0:1168162263:Outlaw
//2.0:3300816228:Auto-Loading Holster
//1.0:2117683199:Full Auto Trigger System (Shotguns)
//Perk 2
//3.0:4082225868:Swashbuckler
//2.0:3523296417:Demolitionist
//1.5:3400784728:Triple Tap
//1.0:3425386926:Rampage
//MW Reload
//=================PvP=================
//Barrel
//2.0:1840239774:Fluted Barrel
//1.0:3250034553:Hammer-Forged Rifling
//Magazine
//2.0:791862061:Assault Mag
//1.0:679225683:Light Mag
//Perk 1
//3.0:706527188:Quickdraw
//Perk 2
//3.0:47981717:Opening Shot
//2.0:4082225868:Swashbuckler
//1.5:3523296417:Demolitionist
//1.0:588594999:Moving Target
//MW Reload
//=================Wishlist=================
dimwishlist:item=2326716489&perks=1840239774,791862061,706527188,47981717#notes:Upvp10 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,1168162263,4082225868#notes:Upve10 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,1168162263,4082225868#notes:Upve9.5 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,1168162263,4082225868#notes:Upve9.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,706527188,4082225868#notes:Upve7, Upvp9 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,1168162263,3523296417#notes:Upve9 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,3300816228,4082225868#notes:Upve9 MW Reload
dimwishlist:item=2326716489&perks=1840239774,679225683,706527188,47981717#notes:Upvp9 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1087426260,1168162263,4082225868#notes:Upve9 MW Reload
dimwishlist:item=2326716489&perks=3250034553,791862061,706527188,47981717#notes:Upvp9 MW Reload
dimwishlist:item=2326716489&perks=4090651448,106909392,1168162263,4082225868#notes:Upve9 MW Reload
dimwishlist:item=2326716489&perks=839105230,791862061,1168162263,4082225868#notes:Upve9 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,706527188,3523296417#notes:Upvp8.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,1168162263,3400784728#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,1168162263,3523296417#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,3300816228,4082225868#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,1168162263,3523296417#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,3300816228,4082225868#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=4090651448,1087426260,1168162263,4082225868#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=839105230,106909392,1168162263,4082225868#notes:Upve8.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,706527188,588594999#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,1168162263,3425386926#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,3300816228,3523296417#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,2117683199,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,679225683,706527188,4082225868#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,679225683,1168162263,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1087426260,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1087426260,1168162263,3523296417#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1087426260,3300816228,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1168162263,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=3250034553,791862061,706527188,4082225868#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=3250034553,791862061,1168162263,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=3250034553,679225683,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,1168162263,3400784728#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=4090651448,106909392,1168162263,3523296417#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=4090651448,106909392,3300816228,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=839105230,791862061,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=839105230,791862061,1168162263,3523296417#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=839105230,791862061,3300816228,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=839105230,1087426260,1168162263,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=791862061,706527188,47981717#notes:Upvp8 MW Reload
dimwishlist:item=2326716489&perks=791862061,1168162263,4082225868#notes:Upve8 MW Reload
dimwishlist:item=2326716489&perks=1840239774,791862061,3300816228,3400784728#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,679225683,706527188,3523296417#notes:Upvp7.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,1168162263,3425386926#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,3300816228,3523296417#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,106909392,2117683199,4082225868#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=1840239774,1087426260,1168162263,3400784728#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=3250034553,791862061,706527188,3523296417#notes:Upvp7.5 MW Reload
dimwishlist:item=2326716489&perks=3250034553,106909392,1168162263,4082225868#notes:Upve7.5 MW Reload
dimwishlist:item=2326716489&perks=4090651448,791862061,1168162263,3425386926#notes:Upve7.5 MW Reload
